packet_id,category,expected_choice,seed,pid,trial,policy,baseline_correct,policy_correct,baseline_answer,policy_answer,router_score,threshold
pairwise_router_v120_budget0_all_0026_both_correct_s60603_p2_t5,both_correct,BOTH,60603,2,5,union_rank_top3,True,True,1.5,3/2,0.9983918303022493,0.4164719054085135
pairwise_router_v120_budget0_all_0027_both_correct_s60603_p2_t6,both_correct,BOTH,60603,2,6,union_rank_top3,True,True,1.5,3/2,0.9974514702715899,0.4164719054085135
pairwise_router_v120_budget0_all_0028_both_correct_s60603_p2_t7,both_correct,BOTH,60603,2,7,union_rank_top3,True,True,1.5,3/2,0.9999481061189579,0.4164719054085135
pairwise_router_v120_budget0_all_0029_both_correct_s60603_p101_t7,both_correct,BOTH,60603,101,7,union_rank_top3,True,True,12,16,0.9386441841568117,0.4164719054085135
pairwise_router_v120_budget0_all_0030_both_correct_s60603_p107_t1,both_correct,BOTH,60603,107,1,union_rank_top3,True,True,5040,4\sqrt{315},0.9284679241075929,0.4164719054085135
pairwise_router_v120_budget0_all_0031_both_correct_s60603_p107_t2,both_correct,BOTH,60603,107,2,union_rank_top3,True,True,5040,4\sqrt{315},0.9700799761024489,0.4164719054085135
pairwise_router_v120_budget0_all_0032_both_correct_s60603_p107_t6,both_correct,BOTH,60603,107,6,union_rank_top3,True,True,5040,4\sqrt{315},0.9742093635205007,0.4164719054085135
pairwise_router_v120_budget0_all_0033_both_correct_s60603_p107_t7,both_correct,BOTH,60603,107,7,union_rank_top3,True,True,5040,4\sqrt{315},0.8681769209719047,0.4164719054085135
pairwise_router_v120_budget0_all_0034_neither_correct_s60601_p1_t7,neither_correct,NEITHER,60601,1,7,union_rank_top3,False,False,0,2,0.8091423777746829,0.6522112366081658
pairwise_router_v120_budget0_all_0035_neither_correct_s60601_p15_t7,neither_correct,NEITHER,60601,15,7,target_intersection_top20,False,False,17-8x,-11,0.6721297191698448,0.6522112366081658
pairwise_router_v120_budget0_all_0036_neither_correct_s60601_p75_t3,neither_correct,NEITHER,60601,75,3,union_rank_top3,False,False,2005,334,0.6740053788714726,0.6522112366081658
pairwise_router_v120_budget0_all_0037_neither_correct_s60601_p75_t7,neither_correct,NEITHER,60601,75,7,union_rank_top3,False,False,1,334,0.711480514370079,0.6522112366081658
pairwise_router_v120_budget0_all_0038_neither_correct_s60601_p78_t3,neither_correct,NEITHER,60601,78,3,union_rank_top3,False,False,2,15,0.705756044964855,0.6522112366081658
pairwise_router_v120_budget0_all_0039_neither_correct_s60601_p88_t1,neither_correct,NEITHER,60601,88,1,union_rank_top3,False,False,6,5,0.7402643151053973,0.6522112366081658
pairwise_router_v120_budget0_all_0040_neither_correct_s60601_p88_t3,neither_correct,NEITHER,60601,88,3,target_intersection_top20,False,False,6,5,0.8410374065739977,0.6522112366081658
pairwise_router_v120_budget0_all_0041_neither_correct_s60601_p88_t5,neither_correct,NEITHER,60601,88,5,union_rank_top3,False,False,6,5,0.8977528931580476,0.6522112366081658
pairwise_router_v120_budget0_all_0042_neither_correct_s60601_p88_t6,neither_correct,NEITHER,60601,88,6,union_rank_top3,False,False,6,5,0.8625358729629629,0.6522112366081658
pairwise_router_v120_budget0_all_0043_neither_correct_s60601_p88_t7,neither_correct,NEITHER,60601,88,7,union_rank_top3,False,False,4,5,0.8385486532787068,0.6522112366081658
pairwise_router_v120_budget0_all_0044_neither_correct_s60601_p102_t6,neither_correct,NEITHER,60601,102,6,target_intersection_top10,False,False,33,165,0.8514586435152286,0.6522112366081658
pairwise_router_v120_budget0_all_0045_neither_correct_s60602_p11_t3,neither_correct,NEITHER,60602,11,3,target_intersection_top10,False,False,1,3,0.798832120823731,0.7695955566317789
pairwise_router_v120_budget0_all_0046_neither_correct_s60602_p16_t4,neither_correct,NEITHER,60602,16,4,target_intersection_top10,False,False,1,6,0.8798160463751986,0.7695955566317789
pairwise_router_v120_budget0_all_0047_neither_correct_s60602_p46_t0,neither_correct,NEITHER,60602,46,0,target_intersection_top20,False,False,900,504,0.8216540583665417,0.7695955566317789
pairwise_router_v120_budget0_all_0048_neither_correct_s60602_p46_t1,neither_correct,NEITHER,60602,46,1,target_intersection_top10,False,False,900,504,0.8113095501188031,0.7695955566317789
pairwise_router_v120_budget0_all_0049_neither_correct_s60602_p46_t3,neither_correct,NEITHER,60602,46,3,target_intersection_top10,False,False,900,504,0.8558451170696372,0.7695955566317789
pairwise_router_v120_budget0_all_0050_neither_correct_s60602_p69_t6,neither_correct,NEITHER,60602,69,6,union_rank_top3,False,False,1,2,0.8159401974360702,0.7695955566317789
pairwise_router_v120_budget0_all_0051_neither_correct_s60602_p95_t0,neither_correct,NEITHER,60602,95,0,target_intersection_top20,False,False,180,30,0.9389087513219967,0.7695955566317789
pairwise_router_v120_budget0_all_0052_neither_correct_s60602_p95_t4,neither_correct,NEITHER,60602,95,4,target_intersection_top20,False,False,180,30,0.9588170681828863,0.7695955566317789
pairwise_router_v120_budget0_all_0053_neither_correct_s60602_p95_t6,neither_correct,NEITHER,60602,95,6,target_intersection_top20,False,False,180,30,0.9123207331413368,0.7695955566317789
pairwise_router_v120_budget0_all_0054_neither_correct_s60602_p114_t3,neither_correct,NEITHER,60602,114,3,union_rank_top3,False,False,15600,13860,0.8160197667253419,0.7695955566317789
pairwise_router_v120_budget0_all_0055_neither_correct_s60602_p114_t4,neither_correct,NEITHER,60602,114,4,union_rank_top3,False,False,15600,13860,0.7896537335086855,0.7695955566317789
pairwise_router_v120_budget0_all_0056_neither_correct_s60602_p114_t5,neither_correct,NEITHER,60602,114,5,union_rank_top3,False,False,15600,13860,0.816730479578722,0.7695955566317789
pairwise_router_v120_budget0_all_0057_neither_correct_s60602_p114_t6,neither_correct,NEITHER,60602,114,6,union_rank_top3,False,False,15600,13860,0.8155889500546188,0.7695955566317789
pairwise_router_v120_budget0_all_0058_neither_correct_s60602_p121_t3,neither_correct,NEITHER,60602,121,3,target_intersection_top20,False,False,2\pi/7,7,0.9371370824205767,0.7695955566317789
pairwise_router_v120_budget0_all_0059_neither_correct_s60602_p124_t2,neither_correct,NEITHER,60602,124,2,target_intersection_top10,False,False,\begin{pmatrix}1\\2\end{pmatrix},7,0.8525999841231111,0.7695955566317789
pairwise_router_v120_budget0_all_0060_neither_correct_s60602_p126_t6,neither_correct,NEITHER,60602,126,6,target_intersection_top20,False,False,1/791,2,0.93255883987364,0.7695955566317789
pairwise_router_v120_budget0_all_0061_neither_correct_s60603_p1_t0,neither_correct,NEITHER,60603,1,0,union_rank_top3,False,False,1,2,0.46098219423774656,0.4164719054085135
pairwise_router_v120_budget0_all_0062_neither_correct_s60603_p1_t3,neither_correct,NEITHER,60603,1,3,union_rank_top3,False,False,1,2,0.7260479317588303,0.4164719054085135
pairwise_router_v120_budget0_all_0063_neither_correct_s60603_p1_t4,neither_correct,NEITHER,60603,1,4,union_rank_top3,False,False,-1/2,2,0.4333049196622328,0.4164719054085135
pairwise_router_v120_budget0_all_0064_neither_correct_s60603_p1_t5,neither_correct,NEITHER,60603,1,5,union_rank_top3,False,False,-1/2,2,0.7920202493130307,0.4164719054085135
pairwise_router_v120_budget0_all_0065_neither_correct_s60603_p1_t6,neither_correct,NEITHER,60603,1,6,target_intersection_top10,False,False,0,2,0.8420768181821034,0.4164719054085135
pairwise_router_v120_budget0_all_0066_neither_correct_s60603_p1_t7,neither_correct,NEITHER,60603,1,7,union_rank_top3,False,False,-31/32,2,0.6540069298191626,0.4164719054085135
pairwise_router_v120_budget0_all_0067_neither_correct_s60603_p15_t1,neither_correct,NEITHER,60603,15,1,target_intersection_top20,False,False,17-8x,-11,0.8007443527871622,0.4164719054085135
pairwise_router_v120_budget0_all_0068_neither_correct_s60603_p15_t2,neither_correct,NEITHER,60603,15,2,union_rank_top3,False,False,17-8x,1,0.9961443234553419,0.4164719054085135
pairwise_router_v120_budget0_all_0069_neither_correct_s60603_p15_t3,neither_correct,NEITHER,60603,15,3,union_rank_top3,False,False,17-8x,1,0.9618354015676186,0.4164719054085135
pairwise_router_v120_budget0_all_0070_neither_correct_s60603_p15_t4,neither_correct,NEITHER,60603,15,4,target_intersection_top20,False,False,17-8x,-11,0.765304989399274,0.4164719054085135
pairwise_router_v120_budget0_all_0071_neither_correct_s60603_p15_t5,neither_correct,NEITHER,60603,15,5,target_intersection_top20,False,False,17-8x,-11,0.8421699520239596,0.4164719054085135
pairwise_router_v120_budget0_all_0072_neither_correct_s60603_p15_t6,neither_correct,NEITHER,60603,15,6,target_intersection_top20,False,False,17-8x,-11,0.9851532011291074,0.4164719054085135
pairwise_router_v120_budget0_all_0073_neither_correct_s60603_p15_t7,neither_correct,NEITHER,60603,15,7,target_intersection_top20,False,False,-8x+17,-11,0.5581994049360708,0.4164719054085135
pairwise_router_v120_budget0_all_0074_neither_correct_s60603_p16_t1,neither_correct,NEITHER,60603,16,1,union_rank_top3,False,False,5,6,0.7822207903976977,0.4164719054085135
pairwise_router_v120_budget0_all_0075_neither_correct_s60603_p16_t3,neither_correct,NEITHER,60603,16,3,union_rank_top3,False,False,2,6,0.675995032624804,0.4164719054085135
pairwise_router_v120_budget0_all_0076_neither_correct_s60603_p16_t4,neither_correct,NEITHER,60603,16,4,union_rank_top3,False,False,5,6,0.6155861170413535,0.4164719054085135
pairwise_router_v120_budget0_all_0077_neither_correct_s60603_p16_t6,neither_correct,NEITHER,60603,16,6,union_rank_top3,False,False,5,6,0.8803641856120605,0.4164719054085135
pairwise_router_v120_budget0_all_0078_neither_correct_s60603_p16_t7,neither_correct,NEITHER,60603,16,7,union_rank_top3,False,False,5,6,0.5625049079933776,0.4164719054085135
pairwise_router_v120_budget0_all_0079_neither_correct_s60603_p19_t1,neither_correct,NEITHER,60603,19,1,union_rank_top3,False,False,0,1,0.6348176468953594,0.4164719054085135
pairwise_router_v120_budget0_all_0080_neither_correct_s60603_p19_t7,neither_correct,NEITHER,60603,19,7,union_rank_top3,False,False,0,1,0.6357869213402212,0.4164719054085135
pairwise_router_v120_budget0_all_0081_neither_correct_s60603_p28_t0,neither_correct,NEITHER,60603,28,0,union_rank_top3,False,False,2,3,0.6634796662558868,0.4164719054085135
pairwise_router_v120_budget0_all_0082_neither_correct_s60603_p28_t1,neither_correct,NEITHER,60603,28,1,target_intersection_top20,False,False,0,3,0.8182733183643639,0.4164719054085135
pairwise_router_v120_budget0_all_0083_neither_correct_s60603_p28_t2,neither_correct,NEITHER,60603,28,2,target_intersection_top20,False,False,"[64,\infty)",3,0.8854913005080282,0.4164719054085135
pairwise_router_v120_budget0_all_0084_neither_correct_s60603_p28_t4,neither_correct,NEITHER,60603,28,4,union_rank_top3,False,False,"[64,\infty)",3,0.788601211609162,0.4164719054085135
pairwise_router_v120_budget0_all_0085_neither_correct_s60603_p28_t5,neither_correct,NEITHER,60603,28,5,target_intersection_top20,False,False,"(-\infty,64)\cup(64,\infty)",3,0.7992310491326119,0.4164719054085135
pairwise_router_v120_budget0_all_0086_neither_correct_s60603_p28_t6,neither_correct,NEITHER,60603,28,6,union_rank_top3,False,False,64,3,0.5077403221931106,0.4164719054085135
pairwise_router_v120_budget0_all_0087_neither_correct_s60603_p28_t7,neither_correct,NEITHER,60603,28,7,union_rank_top3,False,False,"[64,\infty)",3,0.6888659600151573,0.4164719054085135
pairwise_router_v120_budget0_all_0088_neither_correct_s60603_p41_t0,neither_correct,NEITHER,60603,41,0,union_rank_top3,False,False,15120,54160,0.6308512673117368,0.4164719054085135
pairwise_router_v120_budget0_all_0089_neither_correct_s60603_p41_t1,neither_correct,NEITHER,60603,41,1,union_rank_top3,False,False,9,54160,0.5064049299689617,0.4164719054085135
pairwise_router_v120_budget0_all_0090_neither_correct_s60603_p41_t2,neither_correct,NEITHER,60603,41,2,union_rank_top3,False,False,30240,54160,0.47866669429497255,0.4164719054085135
pairwise_router_v120_budget0_all_0091_neither_correct_s60603_p41_t3,neither_correct,NEITHER,60603,41,3,union_rank_top3,False,False,20,54160,0.4876936459352423,0.4164719054085135
pairwise_router_v120_budget0_all_0092_neither_correct_s60603_p41_t4,neither_correct,NEITHER,60603,41,4,union_rank_top3,False,False,5,54160,0.6422673008673576,0.4164719054085135
pairwise_router_v120_budget0_all_0093_neither_correct_s60603_p41_t5,neither_correct,NEITHER,60603,41,5,union_rank_top3,False,False,15120,54160,0.5334990475776029,0.4164719054085135
pairwise_router_v120_budget0_all_0094_neither_correct_s60603_p41_t6,neither_correct,NEITHER,60603,41,6,union_rank_top3,False,False,100000,54160,0.4548812447034648,0.4164719054085135
pairwise_router_v120_budget0_all_0095_neither_correct_s60603_p41_t7,neither_correct,NEITHER,60603,41,7,union_rank_top3,False,False,30240,54160,0.5349582595344802,0.4164719054085135
pairwise_router_v120_budget0_all_0096_neither_correct_s60603_p47_t0,neither_correct,NEITHER,60603,47,0,target_intersection_top20,False,False,25,25/2,0.818126972858512,0.4164719054085135
pairwise_router_v120_budget0_all_0097_neither_correct_s60603_p47_t7,neither_correct,NEITHER,60603,47,7,target_intersection_top10,False,False,25,25/2,0.8477347311972463,0.4164719054085135
pairwise_router_v120_budget0_all_0098_neither_correct_s60603_p49_t0,neither_correct,NEITHER,60603,49,0,target_intersection_top10,False,False,14,15,0.9693580569900453,0.4164719054085135
pairwise_router_v120_budget0_all_0099_neither_correct_s60603_p49_t1,neither_correct,NEITHER,60603,49,1,target_intersection_top10,False,False,14,15,0.9977005860197009,0.4164719054085135
pairwise_router_v120_budget0_all_0100_neither_correct_s60603_p49_t3,neither_correct,NEITHER,60603,49,3,union_rank_top3,False,False,14,7,0.9929551179295524,0.4164719054085135
pairwise_router_v120_budget0_all_0101_neither_correct_s60603_p49_t5,neither_correct,NEITHER,60603,49,5,target_intersection_top10,False,False,14,15,0.9004793523727016,0.4164719054085135
pairwise_router_v120_budget0_all_0102_neither_correct_s60603_p49_t7,neither_correct,NEITHER,60603,49,7,target_intersection_top10,False,False,14,15,0.9463364486980335,0.4164719054085135
pairwise_router_v120_budget0_all_0103_neither_correct_s60603_p50_t1,neither_correct,NEITHER,60603,50,1,union_rank_top3,False,False,1,3,0.5043496922965,0.4164719054085135
pairwise_router_v120_budget0_all_0104_neither_correct_s60603_p50_t2,neither_correct,NEITHER,60603,50,2,union_rank_top3,False,False,2,3,0.8714205519799914,0.4164719054085135
pairwise_router_v120_budget0_all_0105_neither_correct_s60603_p53_t0,neither_correct,NEITHER,60603,53,0,target_intersection_top10,False,False,30,30^\circ,0.4286194056470441,0.4164719054085135
pairwise_router_v120_budget0_all_0106_neither_correct_s60603_p53_t1,neither_correct,NEITHER,60603,53,1,union_rank_top3,False,False,30,60^{\circ},0.7140623617233428,0.4164719054085135
pairwise_router_v120_budget0_all_0107_neither_correct_s60603_p53_t5,neither_correct,NEITHER,60603,53,5,target_intersection_top10,False,False,30,60^{\circ},0.9012460795163841,0.4164719054085135
pairwise_router_v120_budget0_all_0108_neither_correct_s60603_p53_t6,neither_correct,NEITHER,60603,53,6,union_rank_top3,False,False,30,60^{\circ},0.5487421326734354,0.4164719054085135
pairwise_router_v120_budget0_all_0109_neither_correct_s60603_p54_t0,neither_correct,NEITHER,60603,54,0,union_rank_top3,False,False,0,12,0.5367201840798435,0.4164719054085135
pairwise_router_v120_budget0_all_0110_neither_correct_s60603_p54_t1,neither_correct,NEITHER,60603,54,1,union_rank_top3,False,False,0,6,0.4362642387485504,0.4164719054085135
pairwise_router_v120_budget0_all_0111_neither_correct_s60603_p54_t5,neither_correct,NEITHER,60603,54,5,union_rank_top3,False,False,0,6,0.4682856840838635,0.4164719054085135
pairwise_router_v120_budget0_all_0112_neither_correct_s60603_p56_t5,neither_correct,NEITHER,60603,56,5,target_intersection_top10,False,False,12,36,0.5071966598063723,0.4164719054085135
pairwise_router_v120_budget0_all_0113_neither_correct_s60603_p57_t0,neither_correct,NEITHER,60603,57,0,union_rank_top3,False,False,18,3,0.9081668415464157,0.4164719054085135
pairwise_router_v120_budget0_all_0114_neither_correct_s60603_p59_t1,neither_correct,NEITHER,60603,59,1,union_rank_top3,False,False,10,\sqrt{10},0.5177669276790604,0.4164719054085135
pairwise_router_v120_budget0_all_0115_neither_correct_s60603_p59_t2,neither_correct,NEITHER,60603,59,2,union_rank_top3,False,False,10,\sqrt{10},0.9124504216602612,0.4164719054085135
pairwise_router_v120_budget0_all_0116_neither_correct_s60603_p61_t1,neither_correct,NEITHER,60603,61,1,union_rank_top3,False,False,2,0,0.48989167459195093,0.4164719054085135
pairwise_router_v120_budget0_all_0117_neither_correct_s60603_p61_t7,neither_correct,NEITHER,60603,61,7,target_intersection_top20,False,False,1,0,0.6236902756398847,0.4164719054085135
pairwise_router_v120_budget0_all_0118_neither_correct_s60603_p69_t0,neither_correct,NEITHER,60603,69,0,union_rank_top3,False,False,1,2,0.8520050326012382,0.4164719054085135
pairwise_router_v120_budget0_all_0119_neither_correct_s60603_p69_t2,neither_correct,NEITHER,60603,69,2,union_rank_top3,False,False,1,2,0.7099226940315926,0.4164719054085135
pairwise_router_v120_budget0_all_0120_neither_correct_s60603_p69_t3,neither_correct,NEITHER,60603,69,3,union_rank_top3,False,False,1,2,0.8255569731802852,0.4164719054085135
pairwise_router_v120_budget0_all_0121_neither_correct_s60603_p69_t4,neither_correct,NEITHER,60603,69,4,union_rank_top3,False,False,1,2,0.9754858300307399,0.4164719054085135
pairwise_router_v120_budget0_all_0122_neither_correct_s60603_p69_t6,neither_correct,NEITHER,60603,69,6,union_rank_top3,False,False,1,2,0.8764993680619039,0.4164719054085135
pairwise_router_v120_budget0_all_0123_neither_correct_s60603_p69_t7,neither_correct,NEITHER,60603,69,7,union_rank_top3,False,False,1,2,0.9547466413482876,0.4164719054085135
pairwise_router_v120_budget0_all_0124_neither_correct_s60603_p70_t4,neither_correct,NEITHER,60603,70,4,union_rank_top3,False,False,2,1,0.5187386283527053,0.4164719054085135
pairwise_router_v120_budget0_all_0125_neither_correct_s60603_p70_t6,neither_correct,NEITHER,60603,70,6,target_intersection_top10,False,False,1,2,0.9602280436160008,0.4164719054085135
pairwise_router_v120_budget0_all_0126_neither_correct_s60603_p70_t7,neither_correct,NEITHER,60603,70,7,target_intersection_top10,False,False,2,1,0.9806682867487928,0.4164719054085135
pairwise_router_v120_budget0_all_0127_neither_correct_s60603_p77_t6,neither_correct,NEITHER,60603,77,6,target_intersection_top10,False,False,3,0,0.7601601900148149,0.4164719054085135
pairwise_router_v120_budget0_all_0128_neither_correct_s60603_p77_t7,neither_correct,NEITHER,60603,77,7,union_rank_top3,False,False,1,0,0.6683478947368837,0.4164719054085135
pairwise_router_v120_budget0_all_0129_neither_correct_s60603_p78_t0,neither_correct,NEITHER,60603,78,0,union_rank_top3,False,False,0,15,0.8413808322557934,0.4164719054085135
pairwise_router_v120_budget0_all_0130_neither_correct_s60603_p78_t2,neither_correct,NEITHER,60603,78,2,union_rank_top3,False,False,0,15,0.8821203578309149,0.4164719054085135
pairwise_router_v120_budget0_all_0131_neither_correct_s60603_p78_t4,neither_correct,NEITHER,60603,78,4,union_rank_top3,False,False,3,15,0.8054277919079815,0.4164719054085135
pairwise_router_v120_budget0_all_0132_neither_correct_s60603_p78_t5,neither_correct,NEITHER,60603,78,5,union_rank_top3,False,False,1,15,0.8104412354937747,0.4164719054085135
pairwise_router_v120_budget0_all_0133_neither_correct_s60603_p78_t6,neither_correct,NEITHER,60603,78,6,union_rank_top3,False,False,0,15,0.8938019733856594,0.4164719054085135
pairwise_router_v120_budget0_all_0134_neither_correct_s60603_p78_t7,neither_correct,NEITHER,60603,78,7,union_rank_top3,False,False,0,15,0.8513868605943521,0.4164719054085135
pairwise_router_v120_budget0_all_0135_neither_correct_s60603_p79_t2,neither_correct,NEITHER,60603,79,2,union_rank_top3,False,False,0,3,0.7643163444164598,0.4164719054085135
pairwise_router_v120_budget0_all_0136_neither_correct_s60603_p81_t4,neither_correct,NEITHER,60603,81,4,union_rank_top3,False,False,12,15,0.7593163377252785,0.4164719054085135
pairwise_router_v120_budget0_all_0137_neither_correct_s60603_p85_t0,neither_correct,NEITHER,60603,85,0,union_rank_top3,False,False,1,2,0.8145940122220312,0.4164719054085135
pairwise_router_v120_budget0_all_0138_neither_correct_s60603_p87_t1,neither_correct,NEITHER,60603,87,1,union_rank_top3,False,False,1,0,0.8712898165907997,0.4164719054085135
pairwise_router_v120_budget0_all_0139_neither_correct_s60603_p87_t2,neither_correct,NEITHER,60603,87,2,union_rank_top3,False,False,1,0,0.4837551141031081,0.4164719054085135
pairwise_router_v120_budget0_all_0140_neither_correct_s60603_p87_t5,neither_correct,NEITHER,60603,87,5,union_rank_top3,False,False,0,1,0.5498397576036158,0.4164719054085135
pairwise_router_v120_budget0_all_0141_neither_correct_s60603_p87_t7,neither_correct,NEITHER,60603,87,7,union_rank_top3,False,False,9,0,0.7641973568148127,0.4164719054085135
pairwise_router_v120_budget0_all_0142_neither_correct_s60603_p88_t0,neither_correct,NEITHER,60603,88,0,union_rank_top3,False,False,3,5,0.47788326983357,0.4164719054085135
pairwise_router_v120_budget0_all_0143_neither_correct_s60603_p88_t1,neither_correct,NEITHER,60603,88,1,union_rank_top3,False,False,0,5,0.7472006035393294,0.4164719054085135
pairwise_router_v120_budget0_all_0144_neither_correct_s60603_p88_t3,neither_correct,NEITHER,60603,88,3,union_rank_top3,False,False,6,5,0.9657662923929476,0.4164719054085135
pairwise_router_v120_budget0_all_0145_neither_correct_s60603_p88_t5,neither_correct,NEITHER,60603,88,5,union_rank_top3,False,False,6,5,0.9409945951864566,0.4164719054085135
pairwise_router_v120_budget0_all_0146_neither_correct_s60603_p88_t7,neither_correct,NEITHER,60603,88,7,union_rank_top3,False,False,0,5,0.916144103763234,0.4164719054085135
pairwise_router_v120_budget0_all_0147_neither_correct_s60603_p94_t0,neither_correct,NEITHER,60603,94,0,target_intersection_top20,False,False,1,109,0.5200885770094724,0.4164719054085135
pairwise_router_v120_budget0_all_0148_neither_correct_s60603_p94_t4,neither_correct,NEITHER,60603,94,4,target_intersection_top20,False,False,1,9,0.4829441718150154,0.4164719054085135
pairwise_router_v120_budget0_all_0149_neither_correct_s60603_p94_t5,neither_correct,NEITHER,60603,94,5,target_intersection_top20,False,False,1,109,0.7229250463905081,0.4164719054085135
pairwise_router_v120_budget0_all_0150_neither_correct_s60603_p95_t0,neither_correct,NEITHER,60603,95,0,target_intersection_top20,False,False,180,30,0.9985319738464872,0.4164719054085135
pairwise_router_v120_budget0_all_0151_neither_correct_s60603_p95_t1,neither_correct,NEITHER,60603,95,1,union_rank_top3,False,False,180,30,0.9978814125353412,0.4164719054085135
pairwise_router_v120_budget0_all_0152_neither_correct_s60603_p95_t2,neither_correct,NEITHER,60603,95,2,target_intersection_top20,False,False,180,30,0.9577884565426744,0.4164719054085135
pairwise_router_v120_budget0_all_0153_neither_correct_s60603_p95_t3,neither_correct,NEITHER,60603,95,3,target_intersection_top20,False,False,180,30,0.9888339481140951,0.4164719054085135
pairwise_router_v120_budget0_all_0154_neither_correct_s60603_p95_t4,neither_correct,NEITHER,60603,95,4,target_intersection_top20,False,False,180,30,0.9991620319691911,0.4164719054085135
